ID,WF,Time,NWP1_00h_D-2_U,NWP1_00h_D-2_V,NWP1_00h_D-2_T,NWP1_06h_D-2_U,NWP1_06h_D-2_V,NWP1_06h_D-2_T,NWP1_12h_D-2_U,NWP1_12h_D-2_V,NWP1_12h_D-2_T,NWP1_18h_D-2_U,NWP1_18h_D-2_V,NWP1_18h_D-2_T,NWP1_00h_D-1_U,NWP1_00h_D-1_V,NWP1_00h_D-1_T,NWP1_06h_D-1_U,NWP1_06h_D-1_V,NWP1_06h_D-1_T,NWP1_12h_D-1_U,NWP1_12h_D-1_V,NWP1_12h_D-1_T,NWP1_18h_D-1_U,NWP1_18h_D-1_V,NWP1_18h_D-1_T,NWP1_00h_D_U,NWP1_00h_D_V,NWP1_00h_D_T,NWP1_06h_D_U,NWP1_06h_D_V,NWP1_06h_D_T,NWP1_12h_D_U,NWP1_12h_D_V,NWP1_12h_D_T,NWP1_18h_D_U,NWP1_18h_D_V,NWP1_18h_D_T,NWP2_00h_D-2_U,NWP2_00h_D-2_V,NWP2_12h_D-2_U,NWP2_12h_D-2_V,NWP2_00h_D-1_U,NWP2_00h_D-1_V,NWP2_12h_D-1_U,NWP2_12h_D-1_V,NWP2_00h_D_U,NWP2_00h_D_V,NWP2_12h_D_U,NWP2_12h_D_V,NWP3_00h_D-2_U,NWP3_00h_D-2_V,NWP3_00h_D-2_T,NWP3_06h_D-2_U,NWP3_06h_D-2_V,NWP3_06h_D-2_T,NWP3_12h_D-2_U,NWP3_12h_D-2_V,NWP3_12h_D-2_T,NWP3_18h_D-2_U,NWP3_18h_D-2_V,NWP3_18h_D-2_T,NWP3_00h_D-1_U,NWP3_00h_D-1_V,NWP3_00h_D-1_T,NWP3_06h_D-1_U,NWP3_06h_D-1_V,NWP3_06h_D-1_T,NWP3_12h_D-1_U,NWP3_12h_D-1_V,NWP3_12h_D-1_T,NWP3_18h_D-1_U,NWP3_18h_D-1_V,NWP3_18h_D-1_T,NWP3_00h_D_U,NWP3_00h_D_V,NWP3_00h_D_T,NWP3_06h_D_U,NWP3_06h_D_V,NWP3_06h_D_T,NWP3_12h_D_U,NWP3_12h_D_V,NWP3_12h_D_T,NWP3_18h_D_U,NWP3_18h_D_V,NWP3_18h_D_T,NWP4_00h_D-2_U,NWP4_00h_D-2_V,NWP4_00h_D-2_CLCT,NWP4_12h_D-2_U,NWP4_12h_D-2_V,NWP4_12h_D-2_CLCT,NWP4_00h_D-1_U,NWP4_00h_D-1_V,NWP4_00h_D-1_CLCT,NWP4_12h_D-1_U,NWP4_12h_D-1_V,NWP4_12h_D-1_CLCT,NWP4_00h_D_U,NWP4_00h_D_V,NWP4_00h_D_CLCT,NWP4_12h_D_U,NWP4_12h_D_V,NWP4_12h_D_CLCT,NWP1_U,NWP1_V,NWP1_T,NWP2_U,NWP2_V,NWP3_U,NWP3_V,NWP3_T,NWP4_U,NWP4_V,NWP4_CLCT
666,WF1,2018-05-28 18:00:00,,,,1.427,0.4016,294.2,3.525,0.2876,293.5,-3.865,8.98,293.0,-7.047,7.92,293.0,-6.074,6.777,293.0,-5.703,9.43,293.0,-6.062,7.754,292.5,-4.895,8.95,292.8,-3.9,6.496,292.5,-4.277,3.037,293.0,-5.086,4.574,293.2,,,-3.291,8.15,-4.99,7.082,-2.559,6.098,-3.945,5.332,-4.367,5.62,,,,-3.19,7.766,296.2,-3.062,7.586,295.0,,,,-3.28,6.89,294.8,-3.264,8.195,294.5,-2.422,7.17,293.5,-2.414,7.93,293.5,-3.004,7.805,293.5,-2.738,7.914,293.2,-2.145,6.7,293.0,-3.215,7.04,292.5,,,,,,,-2.812,5.316,100.0,-2.48,4.324,100.0,-4.734,5.58,31.89,-3.441,4.715,50.25,-5.0859375,4.57421875,293.25,-4.3671875,5.62109375,-3.21484375,7.0390625,292.5,-3.44140625,4.71484375,50.25
667,WF1,2018-05-28 19:00:00,,,,,,,2.568,-0.603,293.2,-2.275,6.816,293.0,-6.27,7.625,292.8,-5.547,5.477,292.8,-5.36,8.914,292.5,-5.58,7.66,292.2,-4.82,7.32,292.5,-4.5,5.19,292.2,-4.195,2.89,292.8,-5.03,4.414,292.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.93,4.69,99.9,-2.8,3.625,100.0,-4.273,4.668,48.38,-3.809,4.367,73.94,-5.03125,4.4140625,292.75,,,,,,-3.80859375,4.3671875,73.9375
668,WF1,2018-05-28 20:00:00,,,,,,,2.475,-2.445,293.2,-1.072,4.305,293.0,-5.746,7.62,292.8,-4.492,4.703,292.8,-4.902,7.97,292.5,-5.176,7.16,292.2,-4.16,6.19,292.5,-4.332,4.746,292.2,-3.889,3.496,292.5,-5.31,4.49,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.23,4.24,69.7,-3.19,3.527,100.0,-3.592,4.188,54.4,-3.293,4.465,83.44,-5.30859375,4.48828125,292.5,,,,,,-3.29296875,4.46484375,83.4375
669,WF1,2018-05-28 21:00:00,,,,,,,2.117,-5.31,293.0,0.728,1.777,292.8,-4.34,7.027,292.8,-3.682,4.35,292.8,-3.781,6.625,292.2,-4.266,7.074,292.2,-3.973,5.543,292.2,-4.24,4.875,292.0,-3.18,3.967,292.5,-4.81,4.8,292.5,,,-3.81,5.066,-4.08,5.04,-3.766,5.746,-3.625,5.836,-5.223,5.41,,,,,,,-3.525,5.707,294.2,-3.693,5.977,293.5,-3.178,5.918,294.0,-1.991,5.23,293.5,-2.26,3.873,293.0,-1.517,4.543,292.8,-1.171,4.977,292.5,-3.068,5.527,292.5,-2.703,5.24,292.8,-3.588,5.293,292.2,,,,,,,-3.713,3.973,56.03,-3.197,3.21,96.0,-3.686,4.22,61.5,-3.443,3.533,49.4,-4.80859375,4.80078125,292.5,-5.22265625,5.41015625,-3.587890625,5.29296875,292.25,-3.443359375,3.533203125,49.40625
670,WF1,2018-05-28 22:00:00,,,,,,,0.979,-6.664,292.8,1.276,0.0892,292.8,-3.129,5.695,292.5,-3.037,4.535,292.5,-2.562,5.492,292.2,-4.23,6.605,292.0,-3.857,5.348,292.2,-4.17,4.855,292.0,-2.99,4.277,292.2,-4.29,5.246,292.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.053,3.63,74.94,-3.238,3.64,69.2,-3.986,4.055,78.1,-3.53,2.87,40.6,-4.2890625,5.24609375,292.25,,,,,,-3.529296875,2.869140625,40.59375
671,WF1,2018-05-28 23:00:00,,,,,,,-0.4365,-6.062,292.8,1.651,-1.465,292.8,-2.93,4.727,292.2,-2.61,4.305,292.5,-1.646,5.086,292.2,-4.168,5.77,292.0,-3.902,5.242,292.2,-4.168,4.92,292.0,-2.48,4.094,292.2,-3.36,5.75,292.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.174,3.045,58.22,-2.846,2.82,62.34,-3.395,3.773,99.8,-3.26,2.93,65.4,-3.359375,5.75,292.25,,,,,,-3.259765625,2.9296875,65.375
672,WF1,2018-05-29 00:00:00,-3.01,4.215,292.0,-2.314,3.764,292.5,-0.8477,4.65,292.2,-3.645,5.152,292.0,-3.129,4.527,292.2,-3.754,4.68,291.8,-1.566,3.193,292.0,-2.799,4.89,292.0,-3.73,5.29,292.0,,,,,,,,,,-4.62,4.906,-3.865,4.293,-2.953,4.844,-3.754,3.918,-4.402,3.629,,,-2.807,4.367,293.2,-2.102,2.686,293.0,-1.536,2.941,292.5,-2.791,2.275,292.8,-1.784,3.01,292.0,-2.21,3.852,292.2,-1.991,3.281,292.2,-3.11,3.965,292.0,-3.69,3.133,292.0,,,,,,,,,,-2.748,2.799,72.8,-2.75,2.625,81.9,-2.848,3.846,99.75,-2.4,2.521,100.0,-2.72,2.68,100.0,,,,-3.73046875,5.2890625,292.0,-4.40234375,3.62890625,-3.689453125,3.1328125,292.0,-2.720703125,2.6796875,100.0
673,WF1,2018-05-29 01:00:00,-3.164,3.613,292.0,-1.867,3.361,292.5,-0.9336,3.66,292.0,-3.549,4.066,292.0,-3.273,4.082,292.0,-3.973,4.504,291.8,-1.603,1.947,291.8,-2.365,4.29,292.0,-3.316,5.133,291.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.346,2.74,73.3,-3.008,2.984,98.0,-2.059,1.964,72.9,-2.713,1.905,100.0,,,,-3.31640625,5.1328125,291.75,,,,,,-2.712890625,1.9052734375,100.0
674,WF1,2018-05-29 02:00:00,-3.012,2.62,292.0,-1.178,2.652,292.5,-0.9785,2.941,292.0,-3.133,3.066,292.2,-2.344,4.54,292.0,-3.803,4.227,291.5,-2.238,1.149,291.8,-2.016,3.312,291.8,-3.205,4.336,291.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.088,2.477,83.6,-2.502,3.117,95.44,-1.802,1.61,73.94,-2.385,1.434,75.6,,,,-3.205078125,4.3359375,291.75,,,,,,-2.384765625,1.43359375,75.625
675,WF1,2018-05-29 03:00:00,-2.492,1.196,292.0,-1.124,1.987,292.5,-0.809,1.918,292.2,-2.287,2.76,292.2,-1.556,4.54,292.0,-3.492,3.848,291.2,-2.326,1.305,291.8,-1.61,2.945,291.8,-3.047,3.826,291.5,,,,,,,,,,-3.818,4.293,-4.793,2.47,-4.418,4.027,-3.848,3.645,-4.707,4.414,,,-2.525,2.338,292.5,-0.3674,0.879,292.2,-0.4412,1.516,292.0,-0.4368,1.51,292.2,-1.546,1.368,291.8,-1.267,2.03,291.5,-1.481,1.041,291.5,-2.41,2.402,291.5,-3.041,2.062,291.8,,,,,,,,,,,,,-1.642,1.959,85.4,-2.373,2.654,89.7,-1.473,1.406,66.4,-2.238,1.061,100.0,,,,-3.046875,3.826171875,291.5,-4.70703125,4.4140625,-3.041015625,2.0625,291.75,-2.23828125,1.060546875,100.0
676,WF1,2018-05-29 04:00:00,-1.421,-0.26,291.8,-0.967,0.2404,292.5,-0.8574,0.2273,292.0,-1.689,2.174,292.2,-2.084,4.35,292.0,-3.46,3.342,291.2,-2.158,1.857,291.8,-1.3,2.484,291.8,-2.947,3.596,291.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.462,1.52,87.3,-2.168,1.812,53.75,-1.572,1.122,47.75,-2.092,1.036,96.8,,,,-2.947265625,3.595703125,291.25,,,,,,-2.091796875,1.0361328125,96.8125
677,WF1,2018-05-29 05:00:00,-0.315,-0.6934,291.8,-0.0062,-1.68,292.2,-0.3262,-1.511,292.0,-1.251,1.9375,292.2,-3.068,3.838,292.0,-3.791,2.65,291.2,-2.15,2.252,291.5,-1.489,2.232,291.8,-2.871,3.963,291.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.885,0.7773,87.9,-2.516,1.729,74.7,-1.244,0.98,63.1,-1.754,0.618,57.88,,,,-2.87109375,3.962890625,291.25,,,,,,-1.75390625,0.6181640625,57.875
678,WF1,2018-05-29 06:00:00,0.5273,-0.79,291.8,0.1422,-2.734,292.2,-0.0051,-2.277,292.0,-0.6646,2.31,292.2,-2.676,2.87,292.0,-3.215,1.887,291.2,-2.152,2.121,291.5,-1.628,1.86,291.8,-2.463,3.746,291.2,-1.788,2.049,292.0,,,,,,,-3.879,2.127,-3.459,2.787,-4.434,5.297,-3.592,3.203,-4.215,4.062,,,-2.5,1.959,292.5,-1.668,0.0686,292.5,-1.395,-0.1181,292.0,-1.042,0.3188,292.2,-2.115,0.3235,292.0,-2.262,0.96,292.0,-1.305,1.462,292.0,-2.707,1.381,291.8,-2.54,1.975,292.0,-1.841,2.693,292.0,,,,,,,,,,-1.866,0.678,93.94,-2.588,1.824,56.78,-1.474,0.7197,65.5,-1.741,0.7,76.2,,,,-1.7880859375,2.048828125,292.0,-4.21484375,4.0625,-1.8408203125,2.693359375,292.0,-1.7412109375,0.7001953125,76.1875
679,WF1,2018-05-29 07:00:00,0.7114,-1.098,292.2,-0.26,-2.795,292.5,0.2045,-1.759,292.2,-0.1438,2.568,292.2,-2.01,1.748,292.2,-3.256,0.873,291.5,-2.305,1.917,291.8,-2.197,1.446,292.0,-2.025,3.201,291.2,-2.344,1.52,292.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.76,1.1045,86.06,-2.137,2.525,52.97,-1.691,0.7104,63.4,-1.783,1.486,83.75,,,,-2.34375,1.51953125,292.25,,,,,,-1.783203125,1.486328125,83.75
680,WF1,2018-05-29 08:00:00,0.635,-0.933,292.8,-0.6396,-1.902,293.2,0.7866,-0.656,292.8,0.1948,2.61,292.2,-1.825,1.401,292.5,-2.717,0.9204,292.0,-2.11,1.447,292.0,-3.076,1.063,292.2,-1.791,2.635,291.5,-2.941,1.124,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.78,1.438,88.8,-1.99,3.062,48.56,-1.254,0.915,61.66,-1.698,2.082,82.6,,,,-2.94140625,1.1240234375,292.5,,,,,,-1.6982421875,2.08203125,82.625
681,WF1,2018-05-29 09:00:00,0.5283,0.1266,293.2,-0.3987,-0.4226,294.0,1.67,0.2466,293.2,0.6577,2.803,292.5,-1.13,2.059,293.0,-1.372,1.897,292.5,-2.18,1.394,292.5,-3.05,1.302,292.8,-1.152,2.795,292.0,-2.516,1.42,293.2,,,,,,,-2.748,4.0,-2.328,3.344,-2.68,5.05,-3.232,3.854,-1.74,4.812,,,-1.675,2.844,294.0,-0.645,2.553,295.0,-0.792,1.773,295.0,-0.797,1.846,294.0,-1.214,1.612,295.0,-1.602,2.91,294.0,-0.869,2.367,294.0,-1.572,3.344,293.5,-1.517,4.1,294.0,-1.035,4.035,294.0,,,,,,,,,,-1.616,2.176,80.2,-1.94,3.676,40.25,-0.82,2.076,37.12,-1.675,2.957,72.4,,,,-2.515625,1.419921875,293.25,-1.740234375,4.8125,-1.03515625,4.03515625,294.0,-1.6748046875,2.95703125,72.375
682,WF1,2018-05-29 10:00:00,0.844,1.623,294.0,-0.2876,1.651,294.5,1.907,1.137,293.8,1.295,2.908,292.5,-0.2335,2.658,293.5,-0.1244,2.79,292.8,-1.861,2.402,293.2,-1.7705,2.54,293.5,-1.033,3.186,292.5,-2.018,2.168,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.219,1.963,86.0,-1.581,4.4,46.62,-0.009895,3.041,-1.53e-05,-0.9023,3.64,62.4,,,,-2.017578125,2.16796875,294.0,,,,,,-0.90234375,3.640625,62.40625
683,WF1,2018-05-29 11:00:00,1.291,2.867,294.2,0.1526,2.467,294.5,1.651,2.309,294.0,1.81,3.066,292.8,0.4277,3.203,293.5,0.4626,3.86,293.0,-0.621,3.24,293.2,0.1713,4.09,293.5,-0.3826,3.736,292.8,-1.79,3.586,294.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8496,2.879,81.94,-0.4114,4.74,0.11597,0.727,3.807,-1.53e-05,-1.438,4.742,52.72,,,,-1.7900390625,3.5859375,294.5,,,,,,-1.4384765625,4.7421875,52.71875
684,WF1,2018-05-29 12:00:00,1.479,3.637,294.2,0.627,3.26,294.5,1.154,2.906,294.2,1.884,2.951,293.0,0.3662,4.508,293.8,0.1191,5.098,292.5,0.0696,3.492,293.5,0.622,5.098,292.8,0.2786,3.95,293.0,-0.9062,5.684,294.2,-0.8115,6.918,295.0,,,,-1.151,5.25,-1.757,4.824,-2.188,5.574,-0.928,5.543,-0.1605,5.703,-1.246,4.79,0.871,5.137,296.0,1.834,4.69,297.0,1.823,3.848,297.0,1.163,3.55,297.0,0.963,4.797,295.0,1.268,5.04,296.0,1.254,3.72,296.0,-0.4114,4.082,295.0,0.1089,5.76,295.0,0.3364,5.625,295.0,-0.00581,4.43,295.0,,,,,,,-0.4448,3.805,56.88,0.603,4.688,20.92,0.863,3.71,-1.53e-05,-0.845,4.973,-1.81e-05,-1.21,5.273,28.44,-0.8115234375,6.91796875,295.0,-1.24609375,4.7890625,-0.005809783935546875,4.4296875,295.0,-1.2099609375,5.2734375,28.4375
685,WF1,2018-05-29 13:00:00,,,,0.417,3.322,294.5,1.059,3.672,294.2,1.723,3.123,293.0,1.576,5.24,293.5,0.2283,5.008,292.2,0.012,4.527,293.2,-0.0173,5.07,292.0,1.044,4.137,293.2,-0.611,6.37,294.0,-1.004,6.82,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,4.13,-2.01e-05,0.7666,4.145,-1.53e-05,-0.4023,4.766,2.004,-0.6353,4.906,11.29,-1.00390625,6.8203125,295.0,,,,,,-0.63525390625,4.90625,11.2890625
686,WF1,2018-05-29 14:00:00,,,,-0.728,3.223,294.8,0.5527,4.055,294.0,1.374,2.893,293.0,1.384,4.293,293.5,0.629,3.758,292.5,0.714,4.766,293.0,0.2732,3.707,292.0,1.458,4.12,293.2,0.3867,6.02,294.0,-0.8687,6.5,294.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.164,3.58,-2.01e-05,0.1528,3.559,34.62,-0.0952,4.418,5.395,-0.0989,4.49,-1.21e-05,-0.86865234375,6.5,294.75,,,,,,-0.098876953125,4.48828125,-1.2099742889404297e-05
687,WF1,2018-05-29 15:00:00,,,,-1.567,3.361,294.8,-0.2195,3.994,294.0,1.023,2.861,293.2,0.391,3.436,293.5,0.71,2.682,292.8,1.173,4.43,293.0,0.1266,3.117,292.0,1.218,3.502,293.0,0.808,4.816,294.0,-0.6475,5.406,294.5,,,,,,-2.166,5.383,-2.547,5.625,-0.0673,4.984,-2.451,4.93,-2.215,4.957,,,,0.4597,5.887,295.5,1.7705,5.004,296.0,2.85,4.355,297.0,2.35,3.375,296.0,2.172,4.71,296.0,1.196,5.543,296.0,2.227,5.54,295.0,1.592,5.914,295.0,1.398,5.637,295.0,1.175,5.652,295.0,,,,,,,,,,0.4832,3.621,-2.01e-05,0.3137,3.756,-1.53e-05,0.287,3.65,21.5,0.0824,3.793,-1.21e-05,-0.6474609375,5.40625,294.5,-2.21484375,4.95703125,1.1748046875,5.65234375,295.0,0.0823974609375,3.79296875,-1.2099742889404297e-05
688,WF1,2018-05-29 16:00:00,,,,-1.452,3.2,294.8,-0.7812,3.438,294.0,1.083,2.816,293.2,-0.0117,3.14,293.8,1.049,2.168,293.0,1.318,3.207,292.8,0.3564,2.408,292.0,1.166,2.746,292.8,1.112,3.389,293.8,0.1041,4.656,294.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758,3.17,-2.01e-05,0.3345,3.377,-1.53e-05,0.04904,3.13,29.86,0.32,2.873,2.064,0.1041259765625,4.65625,294.25,,,,,,0.320068359375,2.873046875,2.064453125
689,WF1,2018-05-29 17:00:00,,,,-1.212,3.092,294.5,-0.8667,3.041,293.8,1.763,2.137,293.0,-0.1148,3.066,293.5,2.041,1.476,293.0,1.773,2.008,292.8,0.4543,2.068,292.0,0.997,1.851,292.8,1.235,2.646,293.8,0.0841,4.07,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045,3.04,-2.01e-05,0.3032,2.977,-1.53e-05,0.454,2.277,-1.81e-05,0.538,2.03,1.788,0.0841064453125,4.0703125,294.0,,,,,,0.5380859375,2.029296875,1.7880859375
690,WF1,2018-05-29 18:00:00,,,,-1.239,2.953,294.0,-0.2578,2.172,293.5,1.558,1.342,292.8,0.0516,2.826,293.0,2.326,0.6504,293.0,1.697,1.227,292.8,0.4243,1.793,292.0,0.352,1.475,292.5,1.248,2.066,293.2,0.715,3.24,293.8,0.478,2.482,293.0,,,-0.665,3.283,-0.803,3.81,0.2754,1.703,-1.572,2.11,-1.777,2.92,,,,2.191,3.611,295.5,2.01,2.598,295.2,3.035,2.371,295.2,1.921,3.11,295.0,1.802,3.707,294.8,1.377,4.555,294.2,1.204,3.799,293.8,2.072,3.557,293.5,2.115,3.88,293.8,1.371,4.12,294.0,0.593,3.273,293.2,,,,,,,-0.0676,2.258,9.625,0.662,2.33,0.6333,0.9927,1.46,1.387,0.2175,1.012,20.88,0.47802734375,2.482421875,293.0,-1.77734375,2.919921875,0.5927734375,3.2734375,293.25,0.217529296875,1.01171875,20.875
691,WF1,2018-05-29 19:00:00,,,,,,,-0.3296,1.028,293.2,0.7607,0.5996,292.5,-0.1194,2.373,292.5,1.726,-0.0405,293.0,1.177,0.7603,292.8,0.5625,1.828,291.8,-0.3413,1.244,292.2,1.127,0.8984,293.0,1.066,2.125,293.5,0.0769,1.745,292.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.28,2.166,20.11,0.1836,1.811,75.0,0.6367,0.7207,2.873,0.2837,0.5664,24.4,0.076904296875,1.7451171875,292.75,,,,,,0.28369140625,0.56640625,24.40625
692,WF1,2018-05-29 20:00:00,,,,,,,-0.9478,0.443,293.2,-0.0302,-0.0141,292.2,0.0253,1.95,292.2,1.07,0.0273,292.8,0.4436,0.3167,292.5,0.4258,2.02,291.2,-0.639,1.3125,292.0,0.616,-0.0887,293.0,0.2087,0.4583,293.2,-0.4546,0.915,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3325,1.732,17.31,-0.04242,1.016,39.12,0.10913,0.2147,64.9,-0.1334,0.282,46.03,-0.45458984375,0.9150390625,292.5,,,,,,-0.1334228515625,0.281982421875,46.03125
693,WF1,2018-05-29 21:00:00,,,,,,,-1.295,-0.0712,293.0,-0.684,-0.5444,292.2,0.1247,1.243,292.0,0.605,0.4966,292.5,-0.612,0.3677,292.5,-0.1836,1.655,290.8,-0.877,1.774,291.8,-0.3257,-0.4382,292.8,-0.824,-0.371,293.2,-0.0575,-0.2922,292.5,,,-1.782,2.188,-1.256,2.582,-1.224,1.973,0.2125,2.16,-2.094,2.125,,,,,,,1.454,1.191,294.0,1.433,0.715,293.8,1.26,1.539,293.5,0.8193,1.171,293.5,1.716,0.608,293.0,1.195,0.9204,293.0,-0.163,0.6045,293.0,0.243,0.562,293.0,1.105,1.548,293.0,0.8745,1.342,293.0,,,,,,,0.02892,0.696,54.78,-0.1478,0.3777,99.0,0.0292,0.5293,95.8,-0.03903,0.384,49.8,-0.0574951171875,-0.292236328125,292.5,-2.09375,2.125,0.87451171875,1.341796875,293.0,-0.039031982421875,0.384033203125,49.8125
694,WF1,2018-05-29 22:00:00,,,,,,,-1.338,-0.1768,292.8,-0.997,-0.5054,292.5,0.0739,0.3838,292.0,-0.0016,0.3152,292.2,-0.9795,0.3145,292.2,-0.822,1.06,290.8,-0.3774,1.235,291.5,-1.239,-0.612,292.8,-1.603,-0.7314,293.2,0.2437,-0.984,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1829,-0.4136,100.0,-0.6885,-0.3345,100.0,-0.2646,0.3696,56.84,-0.3284,0.319,67.75,0.24365234375,-0.98388671875,292.5,,,,,,-0.328369140625,0.319091796875,67.75
695,WF1,2018-05-29 23:00:00,,,,,,,-0.9595,-0.1497,292.5,-0.6855,-0.2568,292.5,0.1241,-0.636,292.0,-0.1357,-0.503,292.2,-0.548,0.2056,292.2,-1.107,0.7744,291.0,0.3625,0.0332,291.2,-1.917,-0.6177,292.5,-2.0,-0.622,293.0,0.835,-1.603,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06647,0.06384,35.16,-0.8145,-0.388,97.0,-0.3706,0.10266,67.7,-0.937,0.07947,67.06,0.8349609375,-1.6025390625,292.5,,,,,,-0.93701171875,0.0794677734375,67.0625
696,WF1,2018-05-30 00:00:00,0.2062,-1.617,292.2,0.0023,-0.9585,292.2,-0.1376,-0.0077,292.2,-0.7363,0.9927,291.0,0.523,-1.348,291.2,-2.72,-0.519,292.5,-1.411,-0.858,292.8,1.112,-2.37,292.8,0.0286,-0.846,292.2,,,,,,,,,,-1.519,0.77,-2.48,0.3835,-1.316,0.8765,-1.292,0.4197,-1.508,-2.398,,,0.6934,-0.1426,293.0,0.722,0.001665,293.0,0.1823,-0.9243,292.5,0.543,-0.3972,292.2,-0.514,0.5728,293.0,-0.3567,-0.301,293.0,1.163,-0.915,292.5,1.684,-1.57,292.2,0.5625,-1.88,292.2,,,,,,,,,,0.0725,-0.2135,100.0,-0.3118,-0.5312,95.7,-0.2052,-0.925,62.53,-1.307,-1.289,97.5,-0.83,-1.801,92.9,,,,0.028594970703125,-0.84619140625,292.25,-1.5078125,-2.3984375,0.5625,-1.8798828125,292.25,-0.830078125,-1.80078125,92.875
697,WF1,2018-05-30 01:00:00,1.038,-2.277,292.2,0.0869,-1.424,292.2,-0.2876,-0.0475,292.2,-0.2057,0.6265,290.8,0.3472,-2.607,291.2,-3.129,-1.057,292.2,-0.7856,-1.732,292.5,0.6465,-2.877,292.5,-0.435,-1.117,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145,-0.2487,96.94,-0.153,-1.135,51.84,-1.516,-1.305,86.5,-0.565,-1.716,82.4,,,,-0.43505859375,-1.1171875,292.5,,,,,,-0.56494140625,-1.7158203125,82.375
698,WF1,2018-05-30 02:00:00,1.839,-2.611,292.2,-0.0959,-1.68,292.2,-0.7783,0.1987,292.2,-0.21,-1.036,291.0,0.7207,-3.572,291.5,-3.178,-0.9224,292.0,-0.816,-2.436,292.2,-0.648,-3.377,292.5,-1.218,-1.266,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0742,-0.4807,81.9,-0.612,-1.301,47.97,-1.235,-1.14,74.5,-0.2593,-1.807,90.2,,,,-1.2177734375,-1.265625,292.5,,,,,,-0.25927734375,-1.806640625,90.1875
699,WF1,2018-05-30 03:00:00,2.143,-2.844,292.2,-0.4412,-1.9795,292.0,-1.215,0.67,292.2,-0.0454,-1.805,291.2,1.516,-4.113,291.2,-2.723,-1.142,292.0,-1.261,-3.535,292.2,-1.563,-3.951,292.2,-0.8457,-1.524,292.8,,,,,,,,,,-1.461,-2.486,-2.66,0.0184,-1.452,-1.952,-2.168,-1.537,-3.107,-1.139,,,-0.686,-0.977,292.5,-0.2274,-1.174,292.2,-1.142,-1.188,292.5,-0.4353,-1.098,292.0,-0.03812,-1.215,292.5,0.3044,-1.489,292.5,0.03075,-1.785,292.2,-0.04767,-2.121,292.2,0.1882,-1.911,292.2,,,,,,,,,,,,,0.173,-0.902,92.44,-0.581,-1.378,71.0,-0.8535,-1.375,76.0,-0.383,-1.886,100.0,,,,-0.845703125,-1.5244140625,292.75,-3.107421875,-1.138671875,0.188232421875,-1.9111328125,292.25,-0.383056640625,-1.8857421875,100.0
